season,week,game_type,team,position,depth_chart_position,jersey_number,status,status_description_abbr,full_name,football_name,first_name,last_name,gsis_id,pfr_id,espn_id,sleeper_id,years_exp,rookie_year,birth_date,height,weight,college,entry_year,draft_club,draft_number,pfr_id_conflict,pfr_id_source,data_split
2022,1,REG,ARI,OL,C,61,ACT,A01,Rodney Hudson,Rodney,Rodney,Hudson,00-0027993,HudsRo00,,,11,2011,1989-07-12,74.0,315,Florida State,2011,KC,55,false,player_identity,training
2022,1,REG,ARI,LS,LS,46,ACT,A01,Aaron Brewer,Aaron,Aaron,Brewer,00-0028946,BrewAa00,15241,1122,10,2012,1990-07-05,77.0,232,San Diego State,2012,,,false,player_identity,training
2022,1,REG,ARI,OL,T,68,ACT,A01,Kelvin Beachum,Kelvin,Kelvin,Beachum,00-0029316,BeacKe00,,,10,2012,1989-06-08,75.0,308,Southern Methodist,2012,PIT,248,false,player_identity,training
2022,1,REG,ARI,TE,TE,86,ACT,A01,Zach Ertz,Zach,Zachary,Ertz,00-0030061,ErtzZa00,15835,1339,9,2013,1990-11-10,77.0,250,Stanford,2013,PHI,35,false,player_identity,training
2022,1,REG,ARI,WR,WR,10,RES,R40,DeAndre Hopkins,DeAndre,DeAndre,Hopkins,00-0030564,HopkDe00,15795,1426,9,2013,1992-06-06,73.0,212,Clemson,2013,HOU,27,false,player_identity,training
2022,1,REG,ARI,OL,G,67,INA,A01,Justin Pugh,Justin,Justin,Pugh,00-0030585,PughJu00,,,9,2013,1990-08-15,77.0,311,Syracuse,2013,NYG,19,false,player_identity,training
2022,1,REG,ARI,LB,OLB,42,ACT,A01,Devon Kennard,Devon,Devon,Kennard,00-0031241,KennDe00,16820,2084,8,2014,1991-06-24,75.0,256,Southern California,2014,NYG,174,false,player_identity,training
2022,1,REG,ARI,TE,TE,87,ACT,A01,Maxx Williams,Maxx,Maxx,Williams,00-0031558,WillMa04,2970726,2360,7,2015,1994-04-12,76.0,252,Minnesota,2015,BAL,55,false,player_identity,training
2022,1,REG,ARI,LB,OLB,44,ACT,A01,Markus Golden,Markus,Markus,Golden,00-0032127,GoldMa00,2971432,2363,7,2015,1991-03-13,75.0,260,Missouri,2015,ARI,58,false,player_identity,training
2022,1,REG,ARI,OL,G,75,ACT,A01,Max Garcia,Max,Max,Garcia,00-0032132,GarcMa00,,,7,2015,1991-11-09,76.0,309,Florida,2015,DEN,133,false,player_identity,training
2022,1,REG,ARI,OL,T,74,ACT,A01,D.J. Humphries,D.J.,DeMarcus,Humphries,00-0032222,HumpD.00,,,7,2015,1993-12-28,77.0,307,Florida,2015,ARI,24,false,player_identity,training
2022,1,REG,ARI,OL,T,71,CUT,A01,Justin Murray,Justin,Justin,Murray,00-0032528,MurrJu00,,,6,2016,1993-04-19,77.0,315,Cincinnati,2016,,,false,player_identity,training
2022,1,REG,ARI,DB,FS,28,RES,R01,Charles Washington,Charles,Charles,Washington,00-0032560,WashCh01,2579163,3714,6,2016,1993-03-10,70.0,192,Fresno State,2016,,,false,player_identity,training
2022,1,REG,ARI,TE,TE,89,ACT,A01,Stephen Anderson,Stephen,Stephen,Anderson,00-0032725,AndeSt01,2576854,3496,6,2016,1993-01-30,75.0,230,California,2016,,,false,player_identity,training
2022,1,REG,ARI,LB,ILB,59,CUT,A01,Joe Walker,Joe,Joseph,Walker,00-0032809,WalkJo01,3043184,3406,6,2016,1992-12-11,74.0,236,Oregon,2016,PHI,251,false,player_identity,training
2022,1,REG,ARI,TE,TE,36,RES,R42,Alex Ellis,Alex,Alexander,Ellis,00-0032864,ElliAl01,2577731,3824,6,2016,1993-02-10,76.0,245,Tennessee,2016,,,false,player_identity,training
2022,1,REG,ARI,DL,DT,92,DEV,P07,Antwaun Woods,Antwaun,Antwaun,Woods,00-0032871,WoodAn02,2577278,3479,6,2016,1993-01-03,73.0,318,Southern California,2016,,,false,player_identity,training
2022,1,REG,ARI,LB,OLB,59,ACT,A01,Nick Vigil,Nick,Nicholas,Vigil,00-0032892,VigiNi00,2971816,3254,6,2016,1993-08-20,74.0,235,Utah State,2016,CIN,87,false,player_identity,training
2022,1,REG,ARI,DB,CB,33,RES,R05,Antonio Hamilton,Antonio,Antonio,Hamilton,00-0032933,HamiAn01,3056354,3838,6,2016,1993-01-24,72.0,190,South Carolina State,2016,,,false,player_identity,training
2022,1,REG,ARI,WR,WR,81,DEV,P06,Victor Bolden,Victor,Victor,Bolden,00-0033306,BoldVi00,3056476,4453,5,2017,1995-04-04,68.0,178,Oregon State,2017,,,false,player_identity,training
2022,1,REG,ARI,DB,CB,21,CUT,A01,Breon Borders,Breon,Breon,Borders,00-0033435,BordBr00,3048663,4439,5,2017,1995-07-22,72.0,189,Duke,2017,,,false,player_identity,training
2022,1,REG,ARI,OL,G,64,ACT,A01,Sean Harlow,Sean,Sean,Harlow,00-0033511,HarlSe00,,,5,2017,1995-03-28,76.0,284,Oregon State,2017,ATL,136,false,player_identity,training
2022,1,REG,ARI,RB,RB,6,ACT,A01,James Conner,James,James,Conner,00-0033553,ConnJa00,3045147,4137,5,2017,1995-05-05,73.0,233,Pittsburgh,2017,PIT,105,false,player_identity,training
2022,1,REG,ARI,LB,ILB,51,ACT,A01,Tanner Vallejo,Tanner,Tanner,Vallejo,00-0033580,VallTa00,3042895,4225,5,2017,1994-12-16,73.0,228,Boise State,2017,BUF,195,false,player_identity,training
2022,1,REG,ARI,OL,T,73,DEV,P07,Rashaad Coward,Rashaad,Rashaad,Coward,00-0033631,CowaRa00,,,5,2017,1994-11-06,77.0,326,Old Dominion,2017,,,false,player_identity,training
2022,1,REG,ARI,DB,SS,3,ACT,A01,Budda Baker,Budda,Budda,Baker,00-0033890,BakeBu00,3127287,4081,5,2017,1996-01-10,70.0,195,Washington,2017,ARI,36,false,player_identity,training
2022,1,REG,ARI,OL,G,63,DEV,P07,Danny Isidora,Danny,Daniel,Isidora,00-0033960,IsidDa00,,,5,2017,1994-06-05,75.0,306,Miami,2017,MIN,180,false,player_identity,training
2022,1,REG,ARI,WR,WR,39,CUT,A01,Christian Blake,Christian,Christian,Blake,00-0034132,BlakCh00,3126002,5241,4,2018,1996-06-08,73.0,181,Northern Illinois,2018,,,false,player_identity,training
2022,1,REG,ARI,LB,ILB,56,ACT,A01,Ben Niemann,Ben,Ben,Niemann,00-0034296,NiemBe00,3140643,5576,4,2018,1995-07-27,74.0,233,Iowa,2018,,,false,player_identity,training
2022,1,REG,ARI,RB,RB,24,ACT,A01,Darrel Williams,Darrel,Darrel,Williams,00-0034301,WillDa10,3115375,5549,4,2018,1995-04-15,71.0,224,Louisiana State,2018,,,false,player_identity,training
2022,1,REG,ARI,TE,TE,81,CUT,A01,Deon Yelder,Deon,Deon,Yelder,00-0034319,YeldDe00,3059766,5277,4,2018,1995-03-06,76.0,255,Western Kentucky,2018,,,false,player_identity,training
2022,1,REG,ARI,OL,G,76,ACT,A01,Will Hernandez,Will,William,Hernandez,00-0034346,HernWi00,,,4,2018,1995-09-02,74.0,327,Texas-El Paso,2018,NYG,34,false,player_identity,training
2022,1,REG,ARI,DL,NT,71,DEV,P06,Andrew Brown,Andrew,Andrew,Brown,00-0034394,BrowAn05,3116761,5077,4,2018,1995-12-30,75.0,290,Virginia,2018,CIN,158,false,player_identity,training
2022,1,REG,ARI,LB,OLB,45,ACT,A01,Dennis Gardeck,Dennis,Dennis,Gardeck,00-0034473,GardDe01,4334300,5158,4,2018,1994-08-09,72.0,232,Sioux Falls,2018,,,false,player_identity,training
2022,1,REG,ARI,LB,ILB,47,ACT,A01,Ezekiel Turner,Ezekiel,Ezekiel,Turner,00-0034490,TurnZe00,3894901,5161,4,2018,1996-06-09,74.0,214,Washington,2018,,,false,player_identity,training
2022,1,REG,ARI,DB,FS,38,DEV,P07,Steven Parker,Steven,Steven,Parker,00-0034736,,3116387,5741,4,2018,1995-12-14,73.0,210,Oklahoma,2018,,,false,unavailable,training
2022,1,REG,ARI,DL,DE,96,CUT,A01,Kingsley Keke,Kingsley,Kingsley,Keke,00-0034984,KekeKi00,3917340,6103,3,2019,1996-09-26,75.0,288,Texas A&amp;M,2019,GB,150,false,player_identity,training
2022,1,REG,ARI,WR,WR,13,RES,R01,Antoine Wesley,Antoine,Antoine,Wesley,00-0035126,WeslAn01,4043161,6165,3,2019,1997-10-22,76.0,206,Texas Tech,2019,,,false,player_identity,training
2022,1,REG,ARI,QB,QB,19,ACT,A01,Trace McSorley,Trace,Trace,McSorley,00-0035146,McSoTr00,3116172,5974,3,2019,1995-08-23,72.0,202,Penn State,2019,BAL,197,false,player_identity,training
2022,1,REG,ARI,QB,QB,1,ACT,A01,Kyler Murray,Kyler,Kyler,Murray,00-0035228,MurrKy00,3917315,5849,3,2019,1997-08-07,70.0,207,Oklahoma,2019,ARI,1,false,player_identity,training
2022,1,REG,ARI,DB,CB,7,ACT,A01,Byron Murphy,Byron,Byron,Murphy,00-0035236,MurpBy00,4038999,5864,3,2019,1998-01-18,71.0,190,Washington,2019,ARI,33,false,player_identity,training
2022,1,REG,ARI,OL,G,72,RES,R01,Cody Ford,Cody,Cody,Ford,00-0035238,FordCo00,,,3,2019,1996-12-28,75.0,329,Oklahoma,2019,BUF,38,false,player_identity,training
2022,1,REG,ARI,DL,DE,94,ACT,A01,Zach Allen,Zach,Zachary,Allen,00-0035248,AlleZa01,3915282,5871,3,2019,1997-08-20,76.0,281,Boston College,2019,ARI,65,false,player_identity,training
2022,1,REG,ARI,OL,T,66,RES,R01,Joshua Miles,Joshua,Joshua,Miles,00-0035317,MileJo00,,,3,2019,1996-01-04,77.0,314,Morgan State,2019,ARI,248,false,player_identity,training
2022,1,REG,ARI,DL,DE,93,ACT,A01,Jonathan Ledbetter,Jonathan,Jonathan,Ledbetter,00-0035343,LedbJo01,3728308,5945,3,2019,1997-09-12,76.0,280,Georgia,2019,,,false,player_identity,training
2022,1,REG,ARI,OL,G,60,CUT,W03,Koda Martin,Koda,Koda,Martin,00-0035431,MartKo00,,,3,2019,1995-08-21,78.0,304,Syracuse,2019,,,false,player_identity,training
2022,1,REG,ARI,DB,DB,37,CUT,A01,Nate Brooks,Nate,Nate,Brooks,00-0035485,BrooNa00,3914477,6634,3,2019,1996-09-05,72.0,192,North Texas,2019,,,false,player_identity,training
2022,1,REG,ARI,WR,WR,83,ACT,A01,Greg Dortch,Greg,Greg,Dortch,00-0035500,DortGr01,4037235,5970,3,2019,1998-05-29,67.0,173,Wake Forest,2019,,,false,player_identity,training
2022,1,REG,ARI,WR,WR,17,ACT,A01,Andy Isabella,Andy,Andrew,Isabella,00-0035527,IsabAn00,3914328,5915,3,2019,1996-11-18,69.0,190,Massachusetts,2019,ARI,62,false,player_identity,training
2022,1,REG,ARI,DB,SS,22,ACT,A01,Deionte Thompson,Deionte,Deionte,Thompson,00-0035532,ThomDe06,3859100,5866,3,2019,1997-02-11,73.0,196,Alabama,2019,ARI,139,false,player_identity,training
2022,1,REG,ARI,DL,DE,91,ACT,A01,Michael Dogbe,Michael,Michael,Dogbe,00-0035541,DogbMi00,3138765,6304,3,2019,1996-05-05,75.0,284,Temple,2019,ARI,249,false,player_identity,training
2022,1,REG,ARI,DB,CB,39,DEV,P07,Corey Ballentine,Corey,Corey,Ballentine,00-0035633,BallCo00,4411769,6283,3,2019,1996-04-13,72.0,196,Washburn,2019,NYG,180,false,player_identity,training
2022,1,REG,ARI,WR,WR,2,ACT,A01,Marquise Brown,Marquise,Marquise,Brown,00-0035662,BrowMa04,4241372,5848,3,2019,1997-06-04,69.0,170,Oklahoma,2019,BAL,25,false,player_identity,training
2022,1,REG,ARI,DB,CB,21,INA,A01,Trayvon Mullen,Trayvon,Trayvon,Mullen,00-0035695,MullTr00,4035458,5853,3,2019,1997-09-20,74.0,200,Clemson,2019,OAK,40,false,player_identity,training
2022,1,REG,ARI,DB,FS,34,ACT,A01,Jalen Thompson,Jalen,Jalen,Thompson,00-0035705,ThomJa04,4043089,6711,3,2019,1998-07-18,71.0,190,Washington State,2019,ARI,132,false,player_identity,training
2022,1,REG,ARI,WR,WR,82,ACT,A01,Andre Baccellia,Andre,Andre,Baccellia,00-0035876,BaccAn00,3886809,7233,2,2020,1997-01-07,70.0,175,Washington,2020,,,false,player_identity,training
2022,1,REG,ARI,DL,DE,53,CUT,A01,Jessie Lemonier,Jessie,Jessie,Lemonier,00-0035906,LemoJe00,4365493,7324,2,2020,1997-01-31,75.0,240,Liberty,2020,,,false,player_identity,training
2022,1,REG,ARI,RB,RB,29,ACT,A01,Jonathan Ward,Jonathan,Jonathan,Ward,00-0035924,WardJo00,4039274,7087,2,2020,1997-09-30,72.0,202,Central Michigan,2020,,,false,player_identity,training
2023,1,REG,ARI,K,K,5,ACT,A01,Matt Prater,Matt,Matt,Prater,00-0023853,PratMa20,11122,17,17,2006,1984-08-10,70.0,201,Central Florida,2006,,,false,player_identity,training
2023,1,REG,ARI,QB,QB,12,CUT,A01,Colt McCoy,Colt,Daniel,McCoy,00-0027688,McCoCo00,13199,533,13,2010,1986-09-05,73.0,212,Texas,2010,CLE,85,false,player_identity,training
2023,1,REG,ARI,LS,LS,46,ACT,A01,Aaron Brewer,Aaron,Aaron,Brewer,00-0028946,BrewAa00,15241,1122,11,2012,1990-07-05,77.0,232,San Diego State,2012,,,false,player_identity,training
2023,1,REG,ARI,OL,T,68,INA,A01,Kelvin Beachum,Kelvin,Kelvin,Beachum,00-0029316,BeacKe00,,,11,2012,1989-06-08,75.0,308,Southern Methodist,2012,PIT,248,false,player_identity,training
2023,1,REG,ARI,TE,TE,86,ACT,A01,Zach Ertz,Zach,Zachary,Ertz,00-0030061,ErtzZa00,15835,1339,10,2013,1990-11-10,77.0,250,Stanford,2013,PHI,35,false,player_identity,training
2023,1,REG,ARI,TE,TE,87,ACT,A01,Geoff Swaim,Geoff,Geoffrey,Swaim,00-0032141,SwaiGe00,3046704,2545,8,2015,1993-09-16,76.0,260,Texas,2015,DAL,246,false,player_identity,training
2023,1,REG,ARI,OL,T,74,ACT,A01,D.J. Humphries,D.J.,DeMarcus,Humphries,00-0032222,HumpD.00,,,8,2015,1993-12-28,77.0,307,Florida,2015,ARI,24,false,player_identity,training
2023,1,REG,ARI,QB,QB,19,DEV,P07,Jeff Driskel,Jeff,Jeffrey,Driskel,00-0032436,DrisJe00,2574630,3362,7,2016,1993-04-23,76.0,235,Louisiana Tech,2016,SF,207,false,player_identity,training
2023,1,REG,ARI,DB,CB,33,ACT,A01,Antonio Hamilton,Antonio,Antonio,Hamilton,00-0032933,HamiAn01,3056354,3838,7,2016,1993-01-24,72.0,190,South Carolina State,2016,,,false,player_identity,training
2023,1,REG,ARI,WR,WR,0,ACT,A01,Zach Pascal,Zach,Zachary,Pascal,00-0033251,PascZa00,2978109,4319,6,2017,1994-12-18,74.0,214,Old Dominion,2017,,,false,player_identity,training
2023,1,REG,ARI,RB,RB,6,ACT,A01,James Conner,James,James,Conner,00-0033553,ConnJa00,3045147,4137,6,2017,1995-05-05,73.0,233,Pittsburgh,2017,PIT,105,false,player_identity,training
2023,1,REG,ARI,DL,DE,94,ACT,A01,Carlos Watkins,Carlos,Carlos,Watkins,00-0033563,WatkCa00,2977681,4166,6,2017,1993-12-05,75.0,297,Clemson,2017,HOU,142,false,player_identity,training
2023,1,REG,ARI,DB,CB,27,CUT,A01,Nate Hairston,Nate,Nathan,Hairston,00-0033568,HairNa00,2976259,4202,6,2017,1994-06-30,72.0,185,Temple,2017,IND,158,false,player_identity,training
2023,1,REG,ARI,OL,T,65,ACT,A01,Elijah Wilkinson,Elijah,Elijah,Wilkinson,00-0033676,WilkEl00,,,6,2017,1995-02-10,78.0,329,Massachusetts,2017,,,false,player_identity,training
2023,1,REG,ARI,RB,RB,23,DEV,P07,Corey Clement,Corey,Corey,Clement,00-0033725,ClemCo00,3045260,4651,6,2017,1994-11-02,70.0,220,Wisconsin,2017,,,false,player_identity,training
2023,1,REG,ARI,DB,SS,3,ACT,A01,Budda Baker,Budda,Budda,Baker,00-0033890,BakeBu00,3127287,4081,6,2017,1996-01-10,70.0,195,Washington,2017,ARI,36,false,player_identity,training
2023,1,REG,ARI,OL,C,50,RES,R01,Pat Elflein,Pat,Patrick,Elflein,00-0033909,ElflPa00,,,6,2017,1994-07-06,75.0,303,Ohio State,2017,MIN,70,false,player_identity,training
2023,1,REG,ARI,QB,QB,9,ACT,A01,Joshua Dobbs,Joshua,Robert,Dobbs,00-0033949,DobbJo00,3044720,4179,6,2017,1995-01-26,75.0,216,Tennessee,2017,PIT,135,false,player_identity,training
2023,1,REG,ARI,RB,RB,37,RES,R01,Marlon Mack,Marlon,Marlon,Mack,00-0033951,MackMa00,3139605,4152,6,2017,1996-03-07,71.0,210,South Florida,2017,IND,143,false,player_identity,training
2023,1,REG,ARI,OL,G,76,ACT,A01,Will Hernandez,Will,William,Hernandez,00-0034346,HernWi00,,,5,2018,1995-09-02,75.0,327,Texas-El Paso,2018,NYG,34,false,player_identity,training
2023,1,REG,ARI,LB,ILB,7,ACT,A01,Kyzir White,Kyzir,Kyzir,White,00-0034375,WhitKy00,4039254,5348,5,2018,1996-03-24,74.0,216,West Virginia,2018,LAC,119,false,player_identity,training
2023,1,REG,ARI,LB,OLB,45,ACT,A01,Dennis Gardeck,Dennis,Dennis,Gardeck,00-0034473,GardDe01,4334300,5158,5,2018,1994-08-09,72.0,232,Sioux Falls,2018,,,false,player_identity,training
2023,1,REG,ARI,LB,ILB,47,ACT,A01,Ezekiel Turner,Ezekiel,Ezekiel,Turner,00-0034490,TurnZe00,3894901,5161,5,2018,1996-06-09,74.0,214,Washington,2018,,,false,player_identity,training
2023,1,REG,ARI,DB,SS,32,CUT,A01,Sean Chandler,Sean,Sean,Chandler,00-0034496,ChanSe00,3138733,5178,5,2018,1996-04-27,70.0,205,Temple,2018,,,false,player_identity,training
2023,1,REG,ARI,DB,CB,36,ACT,A01,Andre Chachere,Andre,Andre,Chachere,00-0034623,ChacAn00,3125287,5674,5,2018,1996-02-10,72.0,195,San Jose State,2018,,,false,player_identity,training
2023,1,REG,ARI,LB,ILB,10,ACT,A01,Josh Woods,Josh,Josh,Woods,00-0034801,WoodJo02,3128303,5757,5,2018,1996-07-01,73.0,236,Maryland,2018,,,false,player_identity,training
2023,1,REG,ARI,OL,T,66,ACT,A01,Jackson Barton,Jackson,Jackson,Barton,00-0035003,BartJa00,,,4,2019,1995-08-08,79.0,302,Utah,2019,IND,240,false,player_identity,training
2023,1,REG,ARI,WR,WR,10,CUT,W03,Davion Davis,Davion,Davion,Davis,00-0035101,DaviDa03,3933568,6380,4,2019,1996-10-23,71.0,195,Sam Houston State,2019,,,false,player_identity,training
2023,1,REG,ARI,DB,CB,24,RES,R01,Rashad Fenton,Rashad,Rashad,Fenton,00-0035147,FentRa00,3924364,6014,4,2019,1997-02-17,71.0,188,South Carolina,2019,KC,201,false,player_identity,training
2023,1,REG,ARI,DB,CB,29,ACT,A01,Kris Boyd,Kris,Kris,Boyd,00-0035150,BoydKr00,3929845,5921,4,2019,1996-09-12,71.0,201,Texas,2019,MIN,217,false,player_identity,training
2023,1,REG,ARI,QB,QB,1,RES,R04,Kyler Murray,Kyler,Kyler,Murray,00-0035228,MurrKy00,3917315,5849,4,2019,1997-08-07,70.0,207,Oklahoma,2019,ARI,1,false,player_identity,training
2023,1,REG,ARI,OL,C,72,ACT,A01,Hjalte Froholdt,Hjalte,Hjalte,Froholdt,00-0035258,FrohHj00,,,4,2019,1996-08-20,77.0,310,Arkansas,2019,NE,118,false,player_identity,training
2023,1,REG,ARI,OL,T,71,RES,R01,Dennis Daley,Dennis,Dennis,Daley,00-0035300,DaleDe00,,,4,2019,1996-08-07,78.0,324,South Carolina,2019,CAR,212,false,player_identity,training
2023,1,REG,ARI,DL,DE,92,ACT,A01,Kevin Strong,Kevin,Kevin,Strong,00-0035334,StroKe00,3124052,6536,4,2019,1996-08-05,76.0,285,Texas-San Antonio,2019,,,false,player_identity,training
2023,1,REG,ARI,DL,DE,93,ACT,A01,Jonathan Ledbetter,Jonathan,Jonathan,Ledbetter,00-0035343,LedbJo01,3728308,5945,4,2019,1997-09-12,76.0,280,Georgia,2019,,,false,player_identity,training
2023,1,REG,ARI,WR,WR,83,ACT,A01,Greg Dortch,Greg,Greg,Dortch,00-0035500,DortGr01,4037235,5970,4,2019,1998-05-29,67.0,173,Wake Forest,2019,,,false,player_identity,training
2023,1,REG,ARI,DL,DE,91,ACT,A01,L.J. Collier,L.J.,Lawrence,Collier,00-0035636,CollLJ00,3116449,5861,4,2019,1995-09-12,75.0,291,Texas Christian,2019,SEA,29,false,player_identity,training
2023,1,REG,ARI,WR,WR,2,ACT,A01,Marquise Brown,Marquise,Marquise,Brown,00-0035662,BrowMa04,4241372,5848,4,2019,1997-06-04,69.0,170,Oklahoma,2019,BAL,25,false,player_identity,training
2023,1,REG,ARI,DB,FS,34,ACT,A01,Jalen Thompson,Jalen,Jalen,Thompson,00-0035705,ThomJa04,4043089,6711,4,2019,1998-07-18,71.0,190,Washington State,2019,ARI,132,false,player_identity,training
2023,1,REG,ARI,OL,G,61,INA,A01,Carter O'Donnell,Carter,Carter,O'Donnell,00-0035853,ODonCa00,,,3,2020,1998-12-23,77.0,315,"Alberta, Can.",2020,,,false,player_identity,training
2023,1,REG,ARI,WR,WR,82,DEV,P01,Andre Baccellia,Andre,Andre,Baccellia,00-0035876,BaccAn00,3886809,7233,3,2020,1997-01-07,70.0,175,Washington,2020,,,false,player_identity,training
2023,1,REG,ARI,DL,DT,96,DEV,P01,Eric Banks,Eric,Eric,Banks,00-0035928,BankEr00,4040703,7341,3,2020,1998-01-30,77.0,270,Texas-San Antonio,2020,,,false,player_identity,training
2023,1,REG,ARI,OL,C,79,CUT,W03,Cohl Cabral,Cohl,Cohl,Cabral,00-0035930,CabrCo01,,,3,2020,1998-02-11,77.0,295,Arizona State,2020,,,false,player_identity,training
2023,1,REG,ARI,LB,ILB,51,ACT,A01,Krys Barnes,Krys,Krystopher,Barnes,00-0035961,BarnKr00,4035817,7268,3,2020,1998-04-02,74.0,235,UCLA,2020,,,false,player_identity,training
2023,1,REG,ARI,OL,C,63,ACT,A01,Trystan Colon,Trystan,Trystan,Colon,00-0035992,ColoTr01,,,3,2020,1998-03-23,75.0,315,Missouri,2020,,,false,player_identity,training
2023,1,REG,ARI,TE,TE,81,CUT,W03,Noah Togiai,Noah,Noah,Togiai,00-0036005,TogiNo00,3930298,7404,3,2020,1997-07-06,76.0,246,Oregon State,2020,,,false,player_identity,training
2023,1,REG,ARI,DB,FS,26,DEV,P07,Bobby Price,Bobby,Bobby,Price,00-0036011,PricBo00,4030779,7259,3,2020,1998-04-25,75.0,205,Norfolk State,2020,,,false,player_identity,training
2023,1,REG,ARI,DB,FS,36,CUT,W03,Juju Hughes,Juju,Juwuane,Hughes,00-0036077,HughJu00,4040901,7347,3,2020,1998-07-19,71.0,188,Fresno State,2020,,,false,player_identity,training
2023,1,REG,ARI,DB,SS,38,DEV,P06,Jovante Moffatt,Jovante,Jovante,Moffatt,00-0036118,MoffJo01,3914450,7251,3,2020,1996-12-25,71.0,210,Middle Tennessee,2020,,,false,player_identity,training
2023,1,REG,ARI,OL,T,67,CUT,W03,Badara Traore,Badara,Badara,Traore,00-0036210,TraoBa00,,,3,2020,1997-03-12,79.0,320,Louisiana State,2020,,,false,player_identity,training
2023,1,REG,ARI,OL,G,73,RES,W03,Lachavious Simmons,Lachavious,Lachavious,Simmons,00-0036318,SimmLa00,,,3,2020,1996-09-26,77.0,315,Tennessee State,2020,CHI,227,false,player_identity,training
2023,1,REG,ARI,OL,C,60,ACT,A01,Keith Ismael,Keith,Keith,Ismael,00-0036342,IsmaKe00,,,3,2020,1998-07-25,75.0,310,San Diego State,2020,WAS,156,false,player_identity,training
2023,1,REG,ARI,DL,DT,95,ACT,A01,Leki Fotu,Leki,George,Fotu,00-0036371,FotuLe00,4035666,6948,3,2020,1998-08-23,77.0,335,Utah,2020,ARI,114,false,player_identity,training
2023,1,REG,ARI,DB,SS,22,ACT,A01,K'Von Wallace,K'Von,K'Von,Wallace,00-0036395,WallKV00,4035463,6947,3,2020,1997-07-25,71.0,208,Clemson,2020,PHI,127,false,player_identity,training
2023,1,REG,ARI,RB,RB,22,CUT,W03,Ty'Son Williams,Ty'Son,Ty'Son,Williams,00-0036457,WillTy01,3895827,7098,3,2020,,72.0,220,Brigham Young,2020,,,false,player_identity,training
2023,1,REG,ARI,P,P,16,ACT,A01,Nolan Cooney,Nolan,Nolan,Cooney,00-0036539,CoonNo00,4047860,7909,2,2021,1996-09-18,75.0,202,Syracuse,2021,,,false,player_identity,training
2023,1,REG,ARI,RB,RB,49,CUT,W03,Stevie Scott,Stevie,Stevie,Scott,00-0036548,,,7904,2,2021,,74.0,231,Indiana,2021,,,false,unavailable,training
2023,1,REG,ARI,OL,C,63,CUT,W03,Braylon Jones,Braylon,Braylon,Jones,00-0036770,JoneBr07,,,2,2021,,76.0,315,Houston,2021,,,false,player_identity,training
2023,1,REG,ARI,WR,WR,89,CUT,W03,Brandon Smith,Brandon,Brandon,Smith,00-0036775,SmitBr07,,,2,2021,,74.0,215,Iowa,2021,,,false,player_identity,training
2023,1,REG,ARI,DB,CB,20,ACT,A01,Marco Wilson,Marco,Marco,Wilson,00-0036884,WilsMa04,4240595,7708,2,2021,1999-03-03,72.0,191,Florida,2021,ARI,136,false,player_identity,training
2023,1,REG,ARI,LB,OLB,52,ACT,A01,Victor Dimukeje,Victor,Victor,Dimukeje,00-0036896,DimuVi00,4240464,7788,2,2021,1999-11-18,74.0,265,Duke,2021,ARI,210,false,player_identity,training
2023,1,REG,ARI,LB,OLB,25,ACT,A01,Zaven Collins,Zaven,Zaven,Collins,00-0036933,CollZa00,4244606,7637,2,2021,1999-05-19,76.0,260,Tulsa,2021,ARI,16,false,player_identity,training
2023,1,REG,ARI,WR,WR,4,ACT,A01,Rondale Moore,Rondale,Rondale,Moore,00-0036936,MoorRo02,4372485,7601,2,2021,2000-06-09,67.0,180,Purdue,2021,ARI,49,false,player_identity,training
2024,1,REG,ARI,K,K,5,ACT,A01,Matt Prater,Matt,Matt,Prater,00-0023853,PratMa20,11122,17,18,2006,1984-08-10,70.0,201,Central Florida,2006,,,false,player_identity,validation
2024,1,REG,ARI,LS,LS,46,ACT,A01,Aaron Brewer,Aaron,Aaron,Brewer,00-0028946,BrewAa00,15241,1122,12,2012,1990-07-05,77.0,232,San Diego State,2012,,,false,player_identity,validation
2024,1,REG,ARI,OL,T,68,ACT,A01,Kelvin Beachum,Kelvin,Kelvin,Beachum,00-0029316,BeacKe00,,,12,2012,1989-06-08,75.0,308,Southern Methodist,2012,PIT,248,false,player_identity,validation
2024,1,REG,ARI,WR,WR,10,ACT,A01,Chris Moore,Chris,Christopher,Moore,00-0032398,MoorCh00,2576581,3269,8,2016,1993-06-16,73.0,200,Cincinnati,2016,BAL,107,false,player_identity,validation
2024,1,REG,ARI,WR,WR,0,ACT,A01,Zach Pascal,Zach,Zachary,Pascal,00-0033251,PascZa00,2978109,4319,7,2017,1994-12-18,74.0,214,Old Dominion,2017,,,false,player_identity,validation
2024,1,REG,ARI,RB,RB,6,ACT,A01,James Conner,James,James,Conner,00-0033553,ConnJa00,3045147,4137,7,2017,1995-05-05,73.0,233,Pittsburgh,2017,PIT,105,false,player_identity,validation
2024,1,REG,ARI,DB,SS,3,ACT,A01,Budda Baker,Budda,Budda,Baker,00-0033890,BakeBu00,3127287,4081,7,2017,1996-01-10,70.0,195,Washington,2017,ARI,36,false,player_identity,validation
